"","name","id","wmc","dit","noc","cbo","rfc","lcom","npm","loc","bug"
"NA81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","org.apache.tools.ant.taskdefs.optional.depend.JarFileIterator",745,2,1,0,2,18,0,2,83,0
"724","org.apache.tools.ant.filters.ChainableReader",724,1,1,0,23,1,0,1,1,0
"NA82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","org.apache.tools.ant.taskdefs.optional.perforce.P4Counter",415,5,4,0,6,17,0,5,134,0
"67","org.apache.tools.ant.types.selectors.modifiedselector.DigestAlgorithm",67,7,1,0,3,26,0,7,218,0
"594","org.apache.tools.ant.types.resources.selectors.Exists",594,2,1,0,6,4,1,2,8,0
"148","org.apache.tools.ant.BuildEvent",148,11,2,0,17,15,13,11,97,0
"105","org.apache.tools.ant.taskdefs.optional.perforce.SimpleP4OutputHandler",105,2,2,1,17,14,0,2,103,0
"199","org.apache.tools.ant.taskdefs.optional.ccm.CCMCheckout",199,1,5,0,1,3,0,1,7,0
"NA83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory",526,4,1,0,14,27,4,1,221,0
"NA84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","org.apache.tools.ant.MagicNames",497,1,1,0,0,2,0,0,26,2
"593","org.apache.tools.ant.taskdefs.Manifest",593,16,1,0,8,76,0,16,616,1
"33","org.apache.tools.zip.ZipOutputStream",33,27,3,0,8,101,157,15,1286,1
"NA86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","org.apache.tools.ant.taskdefs.cvslib.RCSFile",135,5,1,0,2,7,4,0,39,0
"520","org.apache.tools.ant.util.ReflectUtil",520,6,1,0,4,15,15,5,125,1
"NA88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","org.apache.tools.ant.types.ZipFileSet",676,9,6,0,12,28,6,4,143,0
"389","org.apache.tools.ant.taskdefs.optional.depend.Depend",389,27,4,0,13,118,265,12,1542,2
"396","org.apache.tools.ant.util.Tokenizer",396,2,1,0,6,2,1,2,2,0
"NA89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","org.apache.tools.ant.taskdefs.Javac",208,77,4,1,29,123,2700,68,1021,3
"640","org.apache.tools.ant.types.resources.FileResourceIterator",640,8,1,0,9,13,12,8,109,0
"248","org.apache.tools.ant.util.ScriptRunnerCreator",248,3,1,0,6,17,0,2,156,0
"344","org.apache.tools.ant.types.resources.selectors.Name",344,6,1,0,3,11,0,6,56,0
"209","org.apache.tools.ant.types.resources.Touchable",209,1,1,0,4,1,0,1,1,0
"NA90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","org.apache.tools.ant.taskdefs.rmic.XNewRmic",59,2,3,0,3,4,1,1,19,0
"NA91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","org.apache.tools.ant.types.DataType",57,22,2,28,37,44,183,7,271,0
"NA92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","org.apache.tools.ant.types.resources.comparators.Reverse",94,4,4,0,5,8,4,3,42,0
"744","org.apache.tools.ant.taskdefs.compilers.Gcj",744,5,2,0,8,34,8,3,216,1
"31","org.apache.tools.ant.taskdefs.CallTarget",31,15,3,0,9,41,0,15,204,0
"169","org.apache.tools.ant.taskdefs.AntlibDefinition",169,5,3,3,6,12,2,5,48,0
"66","org.apache.tools.ant.taskdefs.optional.junit.DOMUtil",66,5,1,0,3,41,10,4,241,0
"NA94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","org.apache.tools.ant.taskdefs.email.EmailTask",449,32,3,2,16,97,362,32,941,4
"334","org.apache.tools.ant.types.selectors.BaseSelectorContainer",334,28,4,5,23,45,348,28,204,1
"63","org.apache.tools.ant.taskdefs.optional.junit.JUnitVersionHelper",63,4,1,0,7,20,4,2,187,1
"191","org.apache.tools.ant.types.ResourceCollection",191,3,1,0,69,3,3,3,3,0
"447","org.apache.tools.ant.DynamicElementNS",447,1,1,0,4,1,0,1,1,0
"647","org.apache.tools.ant.taskdefs.Sequential",647,3,3,0,3,10,0,3,32,0
"651","org.apache.tools.ant.taskdefs.optional.ejb.EJBDeploymentTool",651,4,1,0,5,4,6,4,4,0
"407","org.apache.tools.ant.util.java15.ProxyDiagnostics",407,3,1,0,1,23,1,3,121,0
"65","org.apache.tools.ant.types.selectors.DifferentSelector",65,5,5,0,8,16,0,3,105,0
"441","org.apache.tools.ant.input.GreedyInputHandler",441,2,2,0,6,20,1,2,80,0
"NA95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","org.apache.tools.ant.taskdefs.optional.dotnet.DotnetCompile",645,64,5,3,15,111,1836,38,888,0
"292","org.apache.tools.ant.util.PackageNameMapper",292,2,2,0,1,6,1,1,20,0
"341","org.apache.tools.ant.taskdefs.condition.Socket",341,4,2,0,4,13,0,4,85,0
"567","org.apache.tools.ant.types.resources.BaseResourceCollectionContainer",567,15,3,3,10,47,39,11,310,1
"505","org.apache.tools.ant.taskdefs.optional.clearcase.CCUnCheckout",505,5,4,0,7,27,4,4,109,0
"301","org.apache.tools.ant.util.facade.ImplementationSpecificArgument",301,3,3,2,8,6,1,3,25,0
"81","org.apache.tools.ant.types.resources.CompressedResource",81,24,4,2,7,50,270,20,250,0
"NA96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","org.apache.tools.ant.taskdefs.optional.ejb.WeblogicTOPLinkDeploymentTool",502,6,3,0,5,22,7,4,98,0
"22","org.apache.tools.ant.taskdefs.optional.perforce.P4OutputHandler",22,1,1,0,1,1,0,1,1,0
"697","org.apache.tools.ant.taskdefs.ProcessDestroyer",697,7,1,0,2,36,0,5,335,0
"NA98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","org.apache.tools.ant.taskdefs.optional.vss.MSVSS",38,55,3,8,20,106,1313,9,1133,0
"583","org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC",583,6,2,0,15,56,13,3,280,0
"412","org.apache.tools.ant.types.resources.selectors.Compare",412,8,3,0,11,33,4,6,167,0
"492","org.apache.tools.ant.taskdefs.cvslib.CVSEntry",492,9,1,0,4,19,14,9,88,0
"NA99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","org.apache.tools.ant.taskdefs.optional.perforce.P4Change",174,5,4,0,6,17,6,5,94,0
"359","org.apache.tools.ant.types.selectors.DependSelector",359,3,5,0,10,12,1,3,76,0
"168","org.apache.tools.ant.AntTypeDefinition",168,21,1,2,14,47,124,18,575,0
"NA100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","org.apache.tools.ant.types.CommandlineJava",177,39,1,0,21,94,461,33,559,0
"122","org.apache.tools.ant.filters.StripJavaComments",122,4,4,0,3,7,0,4,161,0
"420","org.apache.tools.ant.taskdefs.ManifestException",420,1,3,0,6,2,0,1,5,0
"403","org.apache.tools.mail.MailPrintStream",403,5,4,0,1,9,10,3,81,0
"195","org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool",195,33,2,0,15,130,434,23,1220,0
"49","org.apache.tools.ant.taskdefs.LogOutputStream",49,6,3,2,20,13,7,3,56,0
"388","org.apache.tools.ant.taskdefs.optional.clearcase.CCUpdate",388,16,4,0,7,38,84,14,234,0
"96","org.apache.tools.ant.types.resources.First",96,4,4,0,3,12,0,3,55,0
"NA102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","org.apache.tools.ant.types.selectors.MajoritySelector",74,4,5,0,7,15,0,4,77,0
"470","org.apache.tools.ant.taskdefs.Input",470,8,3,0,8,32,0,8,190,0
"250","org.apache.tools.ant.taskdefs.optional.ssh.SSHUserInfo",250,20,1,0,5,21,130,20,125,0
"476","org.apache.tools.ant.types.resources.GZipResource",476,5,5,0,2,9,10,2,24,0
"709","org.apache.tools.ant.taskdefs.optional.dotnet.DotnetResource",709,16,1,0,9,39,82,14,297,0
"683","org.apache.tools.tar.TarInputStream",683,15,3,0,5,42,69,15,538,1
"39","org.apache.tools.ant.util.regexp.Jdk14RegexpRegexp",39,3,2,0,4,19,3,2,136,0
"370","org.apache.tools.ant.types.PropertySet",370,24,3,0,21,96,246,20,610,0
"588","org.apache.tools.ant.taskdefs.condition.IsFalse",588,3,2,0,4,6,0,3,34,0
"91","org.apache.tools.ant.taskdefs.optional.ReplaceRegExp",91,15,3,0,10,77,41,12,725,3
"136","org.apache.tools.ant.types.resources.ZipResource",136,12,5,0,10,52,60,10,213,0
"490","org.apache.tools.ant.TaskAdapter",490,6,3,0,7,28,9,6,261,0
"NA103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","org.apache.tools.ant.taskdefs.condition.Not",90,2,3,0,3,8,1,2,33,0
"NA104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","org.apache.tools.ant.taskdefs.optional.clearcase.CCMkbl",15,19,4,0,7,40,129,16,252,0
"NA105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","org.apache.tools.ant.taskdefs.optional.extension.ExtensionSet",157,7,3,0,11,28,0,7,122,0
"670","org.apache.tools.ant.types.spi.Provider",670,4,2,0,4,8,0,4,37,0
"NA107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","org.apache.tools.ant.taskdefs.PreSetDef",718,4,4,0,10,20,2,4,112,0
"481","org.apache.tools.ant.taskdefs.condition.ResourcesMatch",481,4,1,0,6,18,0,4,100,0
"513","org.apache.tools.ant.taskdefs.compilers.AptExternalCompilerAdapter",513,3,2,0,6,15,3,2,50,0
"NA108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","org.apache.tools.ant.taskdefs.Java",483,60,3,0,35,178,1304,43,1152,2
"NA109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","org.apache.tools.ant.types.selectors.DateSelector",528,14,5,0,12,41,29,13,377,0
"435","org.apache.tools.ant.util.ReflectWrapper",435,6,1,0,3,14,0,6,58,0
"572","org.apache.tools.ant.taskdefs.optional.PropertyFile",572,10,3,0,5,41,21,5,214,0
"179","org.apache.tools.ant.taskdefs.optional.clearcase.CCLock",179,20,4,0,7,42,148,15,263,0
"NA110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","org.apache.tools.ant.Target",343,28,1,0,34,63,200,24,528,1
"219","org.apache.tools.ant.types.FilterSetCollection",219,5,1,0,9,13,0,5,69,0
"575","org.apache.tools.ant.taskdefs.Filter",575,6,3,0,5,17,5,5,94,0
"NA112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","org.apache.tools.ant.taskdefs.optional.Native2Ascii",672,16,4,0,19,56,60,14,362,0
"324","org.apache.tools.ant.filters.StripLineBreaks",324,7,5,0,4,17,0,5,107,0
"613","org.apache.tools.ant.types.selectors.modifiedselector.ChecksumAlgorithm",613,6,1,0,3,25,0,6,135,0
"413","org.apache.tools.ant.taskdefs.optional.depend.constantpool.FloatCPInfo",413,3,3,0,2,11,3,3,25,0
"305","org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl",305,4,1,0,13,14,6,4,56,0
"76","org.apache.tools.ant.taskdefs.optional.junit.XalanExecutor",76,9,1,1,4,32,34,0,145,0
"190","org.apache.tools.ant.taskdefs.compilers.Jikes",190,2,2,0,8,34,1,2,346,0
"NA113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","org.apache.tools.ant.taskdefs.optional.native2ascii.Native2AsciiAdapter",440,1,1,0,4,1,0,1,1,0
"151","org.apache.tools.ant.util.ScriptRunnerBase",151,25,1,1,13,59,248,20,290,0
"NA114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","org.apache.tools.ant.filters.FixCrLfFilter",736,18,5,0,14,44,77,16,331,0
"NA115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
